gene_symbol	n_ensembl_ids	retained_gene_id	selection_reason	all_ensembl_ids
TGM4	2	ENSG00000163810	MANE Select canonical	ENSG00000163810; ENSG00000281886
TGOLN2	2	ENSG00000152291	MANE Select canonical	ENSG00000152291; ENSG00000292253
THEMIS	2	ENSG00000172673	MANE Select canonical	ENSG00000172673; ENSG00000275122
TIGD5	2	ENSG00000179886	MANE Select canonical	ENSG00000179886; ENSG00000278016
TIMM17B	2	ENSG00000126768	MANE Select canonical	ENSG00000126768; ENSG00000292215
TIMM22	3	ENSG00000177370	MANE Select canonical	ENSG00000177370; ENSG00000277649; ENSG00000278501
TINF2	2	ENSG00000092330	MANE Select canonical	ENSG00000092330; ENSG00000284915
TJP1	2	ENSG00000104067	MANE Select canonical	ENSG00000104067; ENSG00000277401
TLCD2	2	ENSG00000185561	MANE Select canonical	ENSG00000185561; ENSG00000275246
TM9SF1	2	ENSG00000100926	MANE Select canonical	ENSG00000100926; ENSG00000285465
TMC4	10	ENSG00000167608	MANE Select canonical	ENSG00000167608; ENSG00000273722; ENSG00000274384; ENSG00000274873; ENSG00000274905; ENSG00000276260; ENSG00000277667; ENSG00000277789; ENSG00000277996; ENSG00000278363
TMEM102	2	ENSG00000181284	MANE Select canonical	ENSG00000181284; ENSG00000284228
TMEM131	2	ENSG00000075568	MANE Select canonical	ENSG00000075568; ENSG00000291574
TMEM14C	2	ENSG00000111843	MANE Select canonical	ENSG00000111843; ENSG00000284936
TMEM179	2	ENSG00000258986	MANE Select canonical	ENSG00000258986; ENSG00000276342
TMEM255B	2	ENSG00000184497	MANE Select canonical	ENSG00000184497; ENSG00000282107
TMEM256	2	ENSG00000205544	MANE Select canonical	ENSG00000205544; ENSG00000283771
TMEM42	2	ENSG00000169964	MANE Select canonical	ENSG00000169964; ENSG00000280516
TMEM50B	2	ENSG00000142188	MANE Select canonical	ENSG00000142188; ENSG00000263160
TMEM95	2	ENSG00000182896	MANE Select canonical	ENSG00000182896; ENSG00000288511
TMPRSS11E	2	ENSG00000087128	MANE Select canonical	ENSG00000087128; ENSG00000274058
TNF	8	ENSG00000232810	MANE Select canonical	ENSG00000204490; ENSG00000206439; ENSG00000223952; ENSG00000228321; ENSG00000228849; ENSG00000228978; ENSG00000230108; ENSG00000232810
TNFRSF14	2	ENSG00000157873	MANE Select canonical	ENSG00000157873; ENSG00000273936
TNK1	2	ENSG00000174292	MANE Select canonical	ENSG00000174292; ENSG00000283781
TNKS	2	ENSG00000173273	MANE Select canonical	ENSG00000173273; ENSG00000285372
TNNI2	2	ENSG00000130598	MANE Select canonical	ENSG00000130598; ENSG00000288219
TNNT3	2	ENSG00000130595	MANE Select canonical	ENSG00000130595; ENSG00000288250
TNXB	8	ENSG00000168477	MANE Select canonical	ENSG00000168477; ENSG00000206258; ENSG00000229341; ENSG00000229353; ENSG00000231608; ENSG00000233323; ENSG00000236221; ENSG00000236236
TOLLIP	2	ENSG00000078902	MANE Select canonical	ENSG00000078902; ENSG00000291426
TOP3A	2	ENSG00000177302	MANE Select canonical	ENSG00000177302; ENSG00000284238
TPBG	2	ENSG00000146242	MANE Select canonical	ENSG00000146242; ENSG00000283085
TPRKB	2	ENSG00000144034	MANE Select canonical	ENSG00000144034; ENSG00000291480
TRAPPC12	2	ENSG00000171853	MANE Select canonical	ENSG00000171853; ENSG00000274891
TRAPPC4	2	ENSG00000196655	MANE Select canonical	ENSG00000196655; ENSG00000280495
TRARG1	2	ENSG00000184811	MANE Select canonical	ENSG00000184811; ENSG00000280938
TRIM10	8	ENSG00000204613	MANE Select canonical	ENSG00000137394; ENSG00000204613; ENSG00000227472; ENSG00000229346; ENSG00000229381; ENSG00000235025; ENSG00000237192; ENSG00000237703
TRIM15	8	ENSG00000204610	MANE Select canonical	ENSG00000137384; ENSG00000204610; ENSG00000224145; ENSG00000227147; ENSG00000233599; ENSG00000235259; ENSG00000235905; ENSG00000235960
TRIM26	8	ENSG00000234127	MANE Select canonical	ENSG00000137313; ENSG00000226060; ENSG00000228881; ENSG00000230230; ENSG00000231002; ENSG00000231641; ENSG00000234046; ENSG00000234127
TRIM27	7	ENSG00000204713	MANE Select canonical	ENSG00000204713; ENSG00000215641; ENSG00000229006; ENSG00000233948; ENSG00000234495; ENSG00000237071; ENSG00000237462
TRIM31	8	ENSG00000204616	MANE Select canonical	ENSG00000137397; ENSG00000204616; ENSG00000223531; ENSG00000224168; ENSG00000224542; ENSG00000225130; ENSG00000226402; ENSG00000233573
TRIM39	7	ENSG00000204599	MANE Select canonical	ENSG00000204599; ENSG00000206495; ENSG00000224994; ENSG00000226437; ENSG00000229929; ENSG00000230308; ENSG00000232839
TRIM40	8	ENSG00000204614	MANE Select canonical	ENSG00000172524; ENSG00000204614; ENSG00000224496; ENSG00000227458; ENSG00000228001; ENSG00000233931; ENSG00000236399; ENSG00000237046
TRIM43	2	ENSG00000144015	MANE Select canonical	ENSG00000144015; ENSG00000292076
TRIM69	2	ENSG00000185880	MANE Select canonical	ENSG00000185880; ENSG00000278211
TRIM71	2	ENSG00000206557	MANE Select canonical	ENSG00000206557; ENSG00000291501
TRMT9B	2	ENSG00000250305	MANE Select canonical	ENSG00000250305; ENSG00000284872
TRPM1	2	ENSG00000134160	MANE Select canonical	ENSG00000134160; ENSG00000274965
TRPV5	2	ENSG00000127412	MANE Select canonical	ENSG00000127412; ENSG00000274348
TRPV6	2	ENSG00000165125	MANE Select canonical	ENSG00000165125; ENSG00000276971
TSBP1	8	ENSG00000204296	MANE Select canonical	ENSG00000204296; ENSG00000206245; ENSG00000206310; ENSG00000226892; ENSG00000232106; ENSG00000234280; ENSG00000236672; ENSG00000237881
TSEN34	10	ENSG00000170892	MANE Select canonical	ENSG00000170892; ENSG00000273896; ENSG00000274078; ENSG00000274129; ENSG00000274672; ENSG00000274796; ENSG00000275165; ENSG00000278605; ENSG00000278622; ENSG00000278712
TSPY2	2	ENSG00000168757	MANE Select canonical	ENSG00000168757; ENSG00000301844
TSPY4	2	ENSG00000233803	MANE Select canonical	ENSG00000233803; ENSG00000291458
TSPY8	2	ENSG00000229549	MANE Select canonical	ENSG00000229549; ENSG00000291455
TSPY9	2	ENSG00000238074	MANE Select canonical	ENSG00000238074; ENSG00000291459
TSSK4	2	ENSG00000139908	MANE Select canonical	ENSG00000139908; ENSG00000285140
TTC24	2	ENSG00000187862	MANE Select canonical	ENSG00000187862; ENSG00000291760
TTC34	2	ENSG00000215912	MANE Select canonical	ENSG00000215912; ENSG00000275571
TTC5	2	ENSG00000136319	MANE Select canonical	ENSG00000136319; ENSG00000291781
TTYH1	4	ENSG00000167614	MANE Select canonical	ENSG00000167614; ENSG00000275650; ENSG00000276537; ENSG00000276887
TUBA3E	2	ENSG00000152086	MANE Select canonical	ENSG00000152086; ENSG00000292120
TUBB	8	ENSG00000196230	MANE Select canonical	ENSG00000183311; ENSG00000196230; ENSG00000224156; ENSG00000227739; ENSG00000229684; ENSG00000232421; ENSG00000232575; ENSG00000235067
TUBGCP3	2	ENSG00000126216	MANE Select canonical	ENSG00000126216; ENSG00000282003
TUBGCP5	3	ENSG00000275835	MANE Select canonical	ENSG00000275835; ENSG00000276856; ENSG00000280807
TWIST2	2	ENSG00000233608	MANE Select canonical	ENSG00000233608; ENSG00000288335
UBD	7	ENSG00000213886	MANE Select canonical	ENSG00000206468; ENSG00000206513; ENSG00000213886; ENSG00000224654; ENSG00000226898; ENSG00000228913; ENSG00000231968
UBE2NL	2	ENSG00000292243	MANE Select canonical	ENSG00000276380; ENSG00000292243
UBE2QL1	2	ENSG00000215218	MANE Select canonical	ENSG00000215218; ENSG00000291747
UBL7	2	ENSG00000138629	MANE Select canonical	ENSG00000138629; ENSG00000288408
UBR7	2	ENSG00000012963	MANE Select canonical	ENSG00000012963; ENSG00000278787
UGT2A3	2	ENSG00000135220	MANE Select canonical	ENSG00000135220; ENSG00000278216
UGT2B10	2	ENSG00000109181	MANE Select canonical	ENSG00000109181; ENSG00000275190
UGT2B15	2	ENSG00000196620	MANE Select canonical	ENSG00000196620; ENSG00000277132
UNC79	2	ENSG00000133958	MANE Select canonical	ENSG00000133958; ENSG00000276416
UPK3B	2	ENSG00000243566	MANE Select canonical	ENSG00000243566; ENSG00000276184
USP16	2	ENSG00000156256	MANE Select canonical	ENSG00000156256; ENSG00000291527
USP17L1	2	ENSG00000230549	MANE Select canonical	ENSG00000230549; ENSG00000284806
USP17L2	2	ENSG00000223443	MANE Select canonical	ENSG00000223443; ENSG00000284975
USP17L3	2	ENSG00000225327	MANE Select canonical	ENSG00000225327; ENSG00000284990
USP17L4	2	ENSG00000236125	MANE Select canonical	ENSG00000236125; ENSG00000284781
USP17L7	2	ENSG00000226430	MANE Select canonical	ENSG00000226430; ENSG00000284991
USP17L8	2	ENSG00000237038	MANE Select canonical	ENSG00000237038; ENSG00000285497
UTP4	2	ENSG00000141076	MANE Select canonical	ENSG00000141076; ENSG00000262788
VAMP7	2	ENSG00000124333	MANE Select canonical	ENSG00000124333; ENSG00000292366
VARS1	7	ENSG00000204394	MANE Select canonical	ENSG00000096171; ENSG00000204394; ENSG00000224264; ENSG00000226589; ENSG00000227686; ENSG00000231116; ENSG00000231945
VARS2	6	ENSG00000137411	MANE Select canonical	ENSG00000137411; ENSG00000206476; ENSG00000223494; ENSG00000230985; ENSG00000234032; ENSG00000236178
VASN	2	ENSG00000168140	MANE Select canonical	ENSG00000168140; ENSG00000274334
VMAC	2	ENSG00000187650	MANE Select canonical	ENSG00000187650; ENSG00000292061
VN1R5	2	ENSG00000291888	MANE Select canonical	ENSG00000197617; ENSG00000291888
VPS11	2	ENSG00000160695	MANE Select canonical	ENSG00000160695; ENSG00000280616
VPS28	2	ENSG00000160948	MANE Select canonical	ENSG00000160948; ENSG00000285339
VPS52	7	ENSG00000223501	MANE Select canonical	ENSG00000206286; ENSG00000223501; ENSG00000223618; ENSG00000224455; ENSG00000225590; ENSG00000228425; ENSG00000236014
VPS53	2	ENSG00000141252	MANE Select canonical	ENSG00000141252; ENSG00000283883
VSTM1	10	ENSG00000189068	MANE Select canonical	ENSG00000189068; ENSG00000274887; ENSG00000274953; ENSG00000275330; ENSG00000275577; ENSG00000275962; ENSG00000276066; ENSG00000276159; ENSG00000276363; ENSG00000277607
VWA7	6	ENSG00000204396	MANE Select canonical	ENSG00000204396; ENSG00000223757; ENSG00000227144; ENSG00000230048; ENSG00000234433; ENSG00000238203
WDR45	2	ENSG00000196998	MANE Select canonical	ENSG00000196998; ENSG00000292221
WDR46	5	ENSG00000227057	MANE Select canonical	ENSG00000204221; ENSG00000206284; ENSG00000226916; ENSG00000227057; ENSG00000236222
WDR73	2	ENSG00000177082	MANE Select canonical	ENSG00000177082; ENSG00000291629
WDR81	2	ENSG00000167716	MANE Select canonical	ENSG00000167716; ENSG00000276021
WEE2	2	ENSG00000214102	MANE Select canonical	ENSG00000214102; ENSG00000263042
WHR1	6	ENSG00000204344	MANE Select canonical	ENSG00000204344; ENSG00000206342; ENSG00000226033; ENSG00000226257; ENSG00000234947; ENSG00000236250
WNT3	3	ENSG00000108379	MANE Select canonical	ENSG00000108379; ENSG00000277626; ENSG00000277641
WNT9B	2	ENSG00000158955	MANE Select canonical	ENSG00000158955; ENSG00000276799
XKR5	2	ENSG00000275591	MANE Select canonical	ENSG00000275591; ENSG00000285327
XKR6	2	ENSG00000171044	MANE Select canonical	ENSG00000171044; ENSG00000284927
XYLT1	2	ENSG00000103489	MANE Select canonical	ENSG00000103489; ENSG00000285395
YBX2	2	ENSG00000006047	MANE Select canonical	ENSG00000006047; ENSG00000288504
YTHDC1	2	ENSG00000083896	MANE Select canonical	ENSG00000083896; ENSG00000275272
YWHAE	2	ENSG00000108953	MANE Select canonical	ENSG00000108953; ENSG00000274474
ZAP70	2	ENSG00000115085	MANE Select canonical	ENSG00000115085; ENSG00000291603
ZBED1	2	ENSG00000214717	MANE Select canonical	ENSG00000214717; ENSG00000292345
ZBTB12	5	ENSG00000204366	MANE Select canonical	ENSG00000204366; ENSG00000206366; ENSG00000234196; ENSG00000234852; ENSG00000237900
ZBTB22	5	ENSG00000236104	MANE Select canonical	ENSG00000206280; ENSG00000227780; ENSG00000229253; ENSG00000236104; ENSG00000237056
ZBTB4	2	ENSG00000174282	MANE Select canonical	ENSG00000174282; ENSG00000283868
ZBTB9	2	ENSG00000213588	MANE Select canonical	ENSG00000213588; ENSG00000236515
ZC3H3	2	ENSG00000014164	MANE Select canonical	ENSG00000014164; ENSG00000282684
ZDBF2	2	ENSG00000204186	MANE Select canonical	ENSG00000204186; ENSG00000283649
ZFP57	8	ENSG00000204644	MANE Select canonical	ENSG00000204644; ENSG00000206510; ENSG00000223852; ENSG00000223858; ENSG00000226858; ENSG00000227858; ENSG00000232099; ENSG00000234669
ZG16B	2	ENSG00000162078	MANE Select canonical	ENSG00000162078; ENSG00000283056
ZKSCAN7	2	ENSG00000196345	MANE Select canonical	ENSG00000196345; ENSG00000281894
ZNF100	2	ENSG00000197020	MANE Select canonical	ENSG00000197020; ENSG00000274746
ZNF185	2	ENSG00000147394	MANE Select canonical	ENSG00000147394; ENSG00000292196
ZNF197	2	ENSG00000186448	MANE Select canonical	ENSG00000186448; ENSG00000281709
ZNF251	2	ENSG00000198169	MANE Select canonical	ENSG00000198169; ENSG00000278062
ZNF280A	2	ENSG00000169548	MANE Select canonical	ENSG00000169548; ENSG00000275499
ZNF280B	2	ENSG00000275004	MANE Select canonical	ENSG00000275004; ENSG00000277421
ZNF311	7	ENSG00000197935	MANE Select canonical	ENSG00000169260; ENSG00000197935; ENSG00000223687; ENSG00000225351; ENSG00000233831; ENSG00000235178; ENSG00000235589
ZNF35	2	ENSG00000169981	MANE Select canonical	ENSG00000169981; ENSG00000281306
ZNF43	2	ENSG00000198521	MANE Select canonical	ENSG00000198521; ENSG00000279566
ZNF430	2	ENSG00000118620	MANE Select canonical	ENSG00000118620; ENSG00000278780
ZNF436	2	ENSG00000125945	MANE Select canonical	ENSG00000125945; ENSG00000283009
ZNF496	2	ENSG00000162714	MANE Select canonical	ENSG00000162714; ENSG00000291884
ZNF501	2	ENSG00000186446	MANE Select canonical	ENSG00000186446; ENSG00000281661
ZNF502	2	ENSG00000196653	MANE Select canonical	ENSG00000196653; ENSG00000281448
ZNF546	2	ENSG00000187187	MANE Select canonical	ENSG00000187187; ENSG00000281526
ZNF558	2	ENSG00000167785	MANE Select canonical	ENSG00000167785; ENSG00000291737
ZNF598	2	ENSG00000292232	MANE Select canonical	ENSG00000167962; ENSG00000292232
ZNF623	2	ENSG00000183309	MANE Select canonical	ENSG00000183309; ENSG00000276340
ZNF66	2	ENSG00000160229	MANE Select canonical	ENSG00000160229; ENSG00000275050
ZNF660	2	ENSG00000144792	MANE Select canonical	ENSG00000144792; ENSG00000280661
ZNF676	2	ENSG00000196109	MANE Select canonical	ENSG00000196109; ENSG00000276219
ZNF705B	2	ENSG00000215356	MANE Select canonical	ENSG00000215356; ENSG00000285286
ZNF705D	2	ENSG00000215343	MANE Select canonical	ENSG00000215343; ENSG00000285124
ZNF705G	3	ENSG00000215372	MANE Select canonical	ENSG00000215372; ENSG00000274195; ENSG00000292386
ZNF707	2	ENSG00000181135	MANE Select canonical	ENSG00000181135; ENSG00000274352
ZNF724	2	ENSG00000196081	MANE Select canonical	ENSG00000196081; ENSG00000283201
ZNF729	2	ENSG00000196350	MANE Select canonical	ENSG00000196350; ENSG00000279552
ZNF780A	2	ENSG00000197782	MANE Select canonical	ENSG00000197782; ENSG00000280568
ZNF780B	2	ENSG00000128000	MANE Select canonical	ENSG00000128000; ENSG00000281601
ZNF85	2	ENSG00000105750	MANE Select canonical	ENSG00000105750; ENSG00000278091
ZNF852	2	ENSG00000178917	gnomAD-recognized or lowest Ensembl ID	ENSG00000178917; ENSG00000281626
ZNHIT3	2	ENSG00000273611	MANE Select canonical	ENSG00000273611; ENSG00000278574
ZP2	2	ENSG00000103310	MANE Select canonical	ENSG00000103310; ENSG00000284588
ZSCAN2	2	ENSG00000176371	MANE Select canonical	ENSG00000176371; ENSG00000291625
ZSWIM4	2	ENSG00000132003	MANE Select canonical	ENSG00000132003; ENSG00000288360
ZYX	2	ENSG00000159840	MANE Select canonical	ENSG00000159840; ENSG00000285443
